Date Rated,Track Rating,Artist(s),Title,Preview Link
10/8/17,3 Stars (Fresh),Matt Lange,Lying To Myself (Calyx & Teebee Remix),<a href='https://youtube.com/embed/?listType=search&list=Matt%20Lange%20Lying%20To%20Myself%20(Calyx%20&%20Teebee%20Remix)'>Play</a>
10/8/17,3 Stars (Fresh),Mojoman Feat. Joci,Absent Seconds,<a href='https://youtube.com/embed/?listType=search&list=Mojoman%20Feat.%20Joci%20Absent%20Seconds'>Play</a>
10/8/17,3 Stars (Fresh),Nct & Diego Torres,No One Home,<a href='https://youtube.com/embed/?listType=search&list=Nct%20&%20Diego%20Torres%20No%20One%20Home'>Play</a>
10/8/17,3 Stars (Fresh),Whiney,Teddy's Gate (Feat. Lameduza),<a href='https://youtube.com/embed/?listType=search&list=Whiney%20Teddy%27s%20Gate%20(Feat.%20Lameduza)'>Play</a>
10/6/17,3 Stars (Fresh),Pola & Bryson,Find Your Way (feat. Charlotte Haining),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Find%20Your%20Way%20(feat.%20Charlotte%20Haining)'>Play</a>
10/6/17,5 Stars (Epic),Fred V & Grafix,Hurricanes (Wild Love),<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Hurricanes%20(Wild%20Love)'>Play</a>
10/6/17,4 Stars (Massive),Fred V,San Francisco,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20San%20Francisco'>Play</a>
10/6/17,4 Stars (Massive),Fred V & Grafix,Drowning Without You,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Drowning%20Without%20You'>Play</a>
10/6/17,4 Stars (Massive),Fred V & Grafix,Someone,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Someone'>Play</a>
10/6/17,4 Stars (Massive),Loadstar,Take a Deep Breath,<a href='https://youtube.com/embed/?listType=search&list=Loadstar%20Take%20a%20Deep%20Breath'>Play</a>
10/6/17,3 Stars (Fresh),Fred V & Grafix,Shaded,<a href='https://youtube.com/embed/?listType=search&list=Fred%20V%20&%20Grafix%20Shaded'>Play</a>
10/6/17,3 Stars (Fresh),Macca & Loz Contreras,Always Yours (S.P.Y. Remix),<a href='https://youtube.com/embed/?listType=search&list=Macca%20&%20Loz%20Contreras%20Always%20Yours%20(S.P.Y.%20Remix)'>Play</a>
10/6/17,3 Stars (Fresh),Seba,Sweet Magnolia (Air. K & Cephei Remix),<a href='https://youtube.com/embed/?listType=search&list=Seba%20Sweet%20Magnolia%20(Air.%20K%20&%20Cephei%20Remix)'>Play</a>
10/4/17,4 Stars (Massive),"Villem, McLeod",Perfect Solution (feat. MC Fats),<a href='https://youtube.com/embed/?listType=search&list=Villem%20%20McLeod%20Perfect%20Solution%20(feat.%20MC%20Fats)'>Play</a>
10/4/17,3 Stars (Fresh),"Alibi, Disaszt",I Got You (feat. Zarah),<a href='https://youtube.com/embed/?listType=search&list=Alibi%20%20Disaszt%20I%20Got%20You%20(feat.%20Zarah)'>Play</a>
10/4/17,3 Stars (Fresh),BCee,Black Sky (feat. Thomas Oliver),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Black%20Sky%20(feat.%20Thomas%20Oliver)'>Play</a>
10/4/17,3 Stars (Fresh),BCee,Dead Reckoning,<a href='https://youtube.com/embed/?listType=search&list=BCee%20Dead%20Reckoning'>Play</a>
10/4/17,3 Stars (Fresh),BCee,Hollow Eyes,<a href='https://youtube.com/embed/?listType=search&list=BCee%20Hollow%20Eyes'>Play</a>
10/4/17,3 Stars (Fresh),BCee,Lost & Found (feat. Rocky Nti) [Hybrid Minds Remix],<a href='https://youtube.com/embed/?listType=search&list=BCee%20Lost%20&%20Found%20(feat.%20Rocky%20Nti)%20[Hybrid%20Minds%20Remix]'>Play</a>
10/4/17,3 Stars (Fresh),BCee,Lost & Found (feat. Rocky Nti),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Lost%20&%20Found%20(feat.%20Rocky%20Nti)'>Play</a>
10/4/17,3 Stars (Fresh),Mitekiss,"Who's There (feat. Jerome Thomas, Mr Porter)",<a href='https://youtube.com/embed/?listType=search&list=Mitekiss%20Who%27s%20There%20(feat.%20Jerome%20Thomas%20%20Mr%20Porter)'>Play</a>
10/4/17,3 Stars (Fresh),Pola & Bryson,Run From You (ft. Sammie Bella) (Hugh Hardie Remix),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Run%20From%20You%20(ft.%20Sammie%20Bella)%20(Hugh%20Hardie%20Remix)'>Play</a>
10/4/17,3 Stars (Fresh),Technimatic,Looking for Diversion (feat. Lucy Kitchen) [VIP Mix],<a href='https://youtube.com/embed/?listType=search&list=Technimatic%20Looking%20for%20Diversion%20(feat.%20Lucy%20Kitchen)%20[VIP%20Mix]'>Play</a>
10/4/17,4 Stars (Massive),Hybrid Minds,"Skin & Bones (feat. Grimm, Laurence Baker)",<a href='https://youtube.com/embed/?listType=search&list=Hybrid%20Minds%20Skin%20&%20Bones%20(feat.%20Grimm%20%20Laurence%20Baker)'>Play</a>
10/4/17,4 Stars (Massive),Jazzatron,In A Mellow Love (feat. Sabrina Oggero Viale),<a href='https://youtube.com/embed/?listType=search&list=Jazzatron%20In%20A%20Mellow%20Love%20(feat.%20Sabrina%20Oggero%20Viale)'>Play</a>
10/4/17,4 Stars (Massive),Radicall,Safari,<a href='https://youtube.com/embed/?listType=search&list=Radicall%20Safari'>Play</a>
10/4/17,3 Stars (Fresh),Edlan,Lone Pine (feat. Joan De Bruyn),<a href='https://youtube.com/embed/?listType=search&list=Edlan%20Lone%20Pine%20(feat.%20Joan%20De%20Bruyn)'>Play</a>
10/4/17,3 Stars (Fresh),Jazzatron,Little Bull,<a href='https://youtube.com/embed/?listType=search&list=Jazzatron%20Little%20Bull'>Play</a>
10/4/17,3 Stars (Fresh),Jazzatron,Ulterior Jungle,<a href='https://youtube.com/embed/?listType=search&list=Jazzatron%20Ulterior%20Jungle'>Play</a>
10/4/17,3 Stars (Fresh),Silence Groove,Forever Believe,<a href='https://youtube.com/embed/?listType=search&list=Silence%20Groove%20Forever%20Believe'>Play</a>
10/4/17,3 Stars (Fresh),Sully,X Plus Y,<a href='https://youtube.com/embed/?listType=search&list=Sully%20X%20Plus%20Y'>Play</a>
9/16/17,3 Stars (Fresh),Chase & Status ft Capleton,Duppy Man,<a href='https://youtube.com/embed/?listType=search&list=Chase%20&%20Status%20ft%20Capleton%20Duppy%20Man'>Play</a>
8/25/17,4 Stars (Massive),Hybrid Minds,Meant to Be (LSB Remix),<a href='https://youtube.com/embed/?listType=search&list=Hybrid%20Minds%20Meant%20to%20Be%20(LSB%20Remix)'>Play</a>
8/25/17,4 Stars (Massive),S.P.Y,Get Up,<a href='https://youtube.com/embed/?listType=search&list=S.P.Y%20Get%20Up'>Play</a>
8/25/17,3 Stars (Fresh),LSB,Rolling Sideways (Spectrasoul Remix),<a href='https://youtube.com/embed/?listType=search&list=LSB%20Rolling%20Sideways%20(Spectrasoul%20Remix)'>Play</a>
8/25/17,3 Stars (Fresh),Semisonic,Secret smile (Impish & Erick Trodly Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Semisonic%20Secret%20smile%20(Impish%20&%20Erick%20Trodly%20Bootleg)'>Play</a>
8/25/17,4 Stars (Massive),Bladerunner,Jungle Jungle,<a href='https://youtube.com/embed/?listType=search&list=Bladerunner%20Jungle%20Jungle'>Play</a>
8/25/17,3 Stars (Fresh),Disaszt & Alibi,I Got You (feat. Zarah),<a href='https://youtube.com/embed/?listType=search&list=Disaszt%20&%20Alibi%20I%20Got%20You%20(feat.%20Zarah)'>Play</a>
8/25/17,3 Stars (Fresh),Document One,Girl,<a href='https://youtube.com/embed/?listType=search&list=Document%20One%20Girl'>Play</a>
8/25/17,3 Stars (Fresh),Kiril,No Fightin',<a href='https://youtube.com/embed/?listType=search&list=Kiril%20No%20Fightin%27'>Play</a>
8/25/17,3 Stars (Fresh),Pola & Bryson,Delphic Underworld,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Delphic%20Underworld'>Play</a>
8/25/17,3 Stars (Fresh),Technimatic,Parallel (feat. Zara Kershaw) [Revolution Radio],<a href='https://youtube.com/embed/?listType=search&list=Technimatic%20Parallel%20(feat.%20Zara%20Kershaw)%20[Revolution%20Radio]'>Play</a>
8/25/17,3 Stars (Fresh),Technimatic,Parallel (LSB Remix),<a href='https://youtube.com/embed/?listType=search&list=Technimatic%20Parallel%20(LSB%20Remix)'>Play</a>
8/12/17,3 Stars (Fresh),Ulterior Motive,I Remember (feat. James Sunderland),<a href='https://youtube.com/embed/?listType=search&list=Ulterior%20Motive%20I%20Remember%20(feat.%20James%20Sunderland)'>Play</a>
7/29/17,3 Stars (Fresh),Camo & Krooked,Further Away,<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20Further%20Away'>Play</a>
7/29/17,5 Stars (Epic),L-Side,Rain (feat. Christina Tamayo),<a href='https://youtube.com/embed/?listType=search&list=L-Side%20Rain%20(feat.%20Christina%20Tamayo)'>Play</a>
7/29/17,4 Stars (Massive),Centrik & Grimm,Don't Wanna Do This,<a href='https://youtube.com/embed/?listType=search&list=Centrik%20&%20Grimm%20Don%27t%20Wanna%20Do%20This'>Play</a>
7/29/17,4 Stars (Massive),Zere & Jaybee,It's On,<a href='https://youtube.com/embed/?listType=search&list=Zere%20&%20Jaybee%20It%27s%20On'>Play</a>
7/29/17,3 Stars (Fresh),Fr.Om Ace,Dishes,<a href='https://youtube.com/embed/?listType=search&list=Fr.Om%20Ace%20Dishes'>Play</a>
7/29/17,3 Stars (Fresh),Hugh Hardie,Dusty Keys,<a href='https://youtube.com/embed/?listType=search&list=Hugh%20Hardie%20Dusty%20Keys'>Play</a>
7/29/17,3 Stars (Fresh),Mode:Funktion,Beautiful Life,<a href='https://youtube.com/embed/?listType=search&list=Mode:Funktion%20Beautiful%20Life'>Play</a>
7/16/17,3 Stars (Fresh),Naibu,Uncalled,<a href='https://youtube.com/embed/?listType=search&list=Naibu%20Uncalled'>Play</a>
7/9/17,4 Stars (Massive),Nu:Logic,Sepia (feat. LSB),<a href='https://youtube.com/embed/?listType=search&list=Nu:Logic%20Sepia%20(feat.%20LSB)'>Play</a>
7/9/17,3 Stars (Fresh),Deeper South,Talk,<a href='https://youtube.com/embed/?listType=search&list=Deeper%20South%20Talk'>Play</a>
7/9/17,3 Stars (Fresh),Mage,the words i never said,<a href='https://youtube.com/embed/?listType=search&list=Mage%20the%20words%20i%20never%20said'>Play</a>
7/9/17,3 Stars (Fresh),Ownglow & Dilemma,Mercy (feat. Courtney Odom),<a href='https://youtube.com/embed/?listType=search&list=Ownglow%20&%20Dilemma%20Mercy%20(feat.%20Courtney%20Odom)'>Play</a>
7/4/17,4 Stars (Massive),Hokusai,Black Rose,<a href='https://youtube.com/embed/?listType=search&list=Hokusai%20Black%20Rose'>Play</a>
7/4/17,4 Stars (Massive),Outer Mass,King,<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20King'>Play</a>
7/4/17,4 Stars (Massive),Outer Mass,White Lies,<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20White%20Lies'>Play</a>
7/4/17,3 Stars (Fresh),Outer Mass,White Lies (Revaux Remix),<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20White%20Lies%20(Revaux%20Remix)'>Play</a>
7/4/17,3 Stars (Fresh),Outer Mass,White Lies (Kumarachi Remix),<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20White%20Lies%20(Kumarachi%20Remix)'>Play</a>
7/4/17,3 Stars (Fresh),Outer Mass,White Lies (Low:r Remix),<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20White%20Lies%20(Low:r%20Remix)'>Play</a>
6/25/17,4 Stars (Massive),"LSB, Sian Sanderson",Overthinking,<a href='https://youtube.com/embed/?listType=search&list=LSB%20%20Sian%20Sanderson%20Overthinking'>Play</a>
6/25/17,4 Stars (Massive),Outer Mass,White Lies (Low5 Remix),<a href='https://youtube.com/embed/?listType=search&list=Outer%20Mass%20White%20Lies%20(Low5%20Remix)'>Play</a>
6/25/17,3 Stars (Fresh),Oddsoul,Midnight,<a href='https://youtube.com/embed/?listType=search&list=Oddsoul%20Midnight'>Play</a>
6/17/17,3 Stars (Fresh),Netsky,Secret Agent,<a href='https://youtube.com/embed/?listType=search&list=Netsky%20Secret%20Agent'>Play</a>
6/17/17,5 Stars (Epic),Pola & Bryson,Things I Do (The Vanguard Project Remix),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Things%20I%20Do%20(The%20Vanguard%20Project%20Remix)'>Play</a>
6/17/17,5 Stars (Epic),The Vanguard Project,Sundance,<a href='https://youtube.com/embed/?listType=search&list=The%20Vanguard%20Project%20Sundance'>Play</a>
6/17/17,4 Stars (Massive),Friction,All Nite,<a href='https://youtube.com/embed/?listType=search&list=Friction%20All%20Nite'>Play</a>
6/17/17,4 Stars (Massive),Goldie & Ulterior Motive,I Adore You | vk.com/realtones,<a href='https://youtube.com/embed/?listType=search&list=Goldie%20&%20Ulterior%20Motive%20I%20Adore%20You%20|%20vk.com/realtones'>Play</a>
6/17/17,4 Stars (Massive),Paul T,Give It To Me,<a href='https://youtube.com/embed/?listType=search&list=Paul%20T%20Give%20It%20To%20Me'>Play</a>
6/17/17,4 Stars (Massive),Peeb,Shadow Society,<a href='https://youtube.com/embed/?listType=search&list=Peeb%20Shadow%20Society'>Play</a>
6/17/17,3 Stars (Fresh),Champa B,Handle Of Reality,<a href='https://youtube.com/embed/?listType=search&list=Champa%20B%20Handle%20Of%20Reality'>Play</a>
6/17/17,3 Stars (Fresh),Dabin & Daniela Andrade,Hold (Fred V & Grafix Remix),<a href='https://youtube.com/embed/?listType=search&list=Dabin%20&%20Daniela%20Andrade%20Hold%20(Fred%20V%20&%20Grafix%20Remix)'>Play</a>
6/17/17,3 Stars (Fresh),Dawn Wall,Ember,<a href='https://youtube.com/embed/?listType=search&list=Dawn%20Wall%20Ember'>Play</a>
6/17/17,3 Stars (Fresh),Dub Phizix & Strategy,Bounce [FDM],<a href='https://youtube.com/embed/?listType=search&list=Dub%20Phizix%20&%20Strategy%20Bounce%20[FDM]'>Play</a>
6/17/17,3 Stars (Fresh),Mr Joseph,Heartless (feat. Identified),<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Heartless%20(feat.%20Identified)'>Play</a>
6/17/17,3 Stars (Fresh),Mr Joseph,Real Talk,<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Real%20Talk'>Play</a>
6/17/17,3 Stars (Fresh),Need For Mirrors & Concord Dawn,Willow Grain,<a href='https://youtube.com/embed/?listType=search&list=Need%20For%20Mirrors%20&%20Concord%20Dawn%20Willow%20Grain'>Play</a>
6/17/17,3 Stars (Fresh),Qbig & Zenith B & Handra,Orbit,<a href='https://youtube.com/embed/?listType=search&list=Qbig%20&%20Zenith%20B%20&%20Handra%20Orbit'>Play</a>
6/17/17,3 Stars (Fresh),Riya,"Don't You Know (feat. Total Science, Fox & GQ) [The Vanguard Project Remix]",<a href='https://youtube.com/embed/?listType=search&list=Riya%20Don%27t%20You%20Know%20(feat.%20Total%20Science%20%20Fox%20&%20GQ)%20[The%20Vanguard%20Project%20Remix]'>Play</a>
6/17/17,3 Stars (Fresh),Riya,Truth Hurts VIP (feat. Zero T),<a href='https://youtube.com/embed/?listType=search&list=Riya%20Truth%20Hurts%20VIP%20(feat.%20Zero%20T)'>Play</a>
6/17/17,3 Stars (Fresh),Seba,Stasis,<a href='https://youtube.com/embed/?listType=search&list=Seba%20Stasis'>Play</a>
6/17/17,3 Stars (Fresh),Zero T & Alix Perez,Threads,<a href='https://youtube.com/embed/?listType=search&list=Zero%20T%20&%20Alix%20Perez%20Threads'>Play</a>
6/11/17,3 Stars (Fresh),Devlin feat. Diane Birch,Rewind (Nu-Logic Mix),<a href='https://youtube.com/embed/?listType=search&list=Devlin%20feat.%20Diane%20Birch%20Rewind%20(Nu-Logic%20Mix)'>Play</a>
6/11/17,3 Stars (Fresh),Nu,Logic-Everlasting Days (feat. Lifford),<a href='https://youtube.com/embed/?listType=search&list=Nu%20Logic-Everlasting%20Days%20(feat.%20Lifford)'>Play</a>
6/11/17,5 Stars (Epic),Nu:Logic,Side By Side,<a href='https://youtube.com/embed/?listType=search&list=Nu:Logic%20Side%20By%20Side'>Play</a>
6/11/17,3 Stars (Fresh),Birdy,Wings (Nu:Logic Remix),<a href='https://youtube.com/embed/?listType=search&list=Birdy%20Wings%20(Nu:Logic%20Remix)'>Play</a>
6/11/17,3 Stars (Fresh),Nu:Logic,Everlasting Days VIP (feat. Lifford),<a href='https://youtube.com/embed/?listType=search&list=Nu:Logic%20Everlasting%20Days%20VIP%20(feat.%20Lifford)'>Play</a>
5/6/17,3 Stars (Fresh),Basti Grub & Komaton,16 Sick,<a href='https://youtube.com/embed/?listType=search&list=Basti%20Grub%20&%20Komaton%2016%20Sick'>Play</a>
3/12/17,4 Stars (Massive),LM1,Zero Gravity (Scenic & Advisory Remix),<a href='https://youtube.com/embed/?listType=search&list=LM1%20Zero%20Gravity%20(Scenic%20&%20Advisory%20Remix)'>Play</a>
3/12/17,3 Stars (Fresh),LM1,Zero Gravity,<a href='https://youtube.com/embed/?listType=search&list=LM1%20Zero%20Gravity'>Play</a>
3/12/17,3 Stars (Fresh),LM1,Zero Gravity (Method One Remix),<a href='https://youtube.com/embed/?listType=search&list=LM1%20Zero%20Gravity%20(Method%20One%20Remix)'>Play</a>
3/12/17,3 Stars (Fresh),LM1,Zero Gravity (Seathasky Remix),<a href='https://youtube.com/embed/?listType=search&list=LM1%20Zero%20Gravity%20(Seathasky%20Remix)'>Play</a>
3/12/17,3 Stars (Fresh),Sade,No Ordinary Love (LSB Bootleg),<a href='https://youtube.com/embed/?listType=search&list=Sade%20No%20Ordinary%20Love%20(Lsb%20Bootleg)'>Play</a>
2/12/17,4 Stars (Massive),Villem & Phase,Tell Me,<a href='https://youtube.com/embed/?listType=search&list=Villem%20&%20Phase%20Tell%20Me'>Play</a>
1/28/17,3 Stars (Fresh),Potential Badboy,Revolution (feat. Demolition Man & Show Stephens),<a href='https://youtube.com/embed/?listType=search&list=Potential%20Badboy%20Revolution%20(feat.%20Demolition%20Man%20&%20Show%20Stephens)'>Play</a>
1/19/17,3 Stars (Fresh),Dub Phizix,Rotate,<a href='https://youtube.com/embed/?listType=search&list=Dub%20Phizix%20Rotate'>Play</a>
1/15/17,4 Stars (Massive),Dub Phizix,Spot Light,<a href='https://youtube.com/embed/?listType=search&list=Dub%20Phizix%20Spot%20Light'>Play</a>
1/15/17,3 Stars (Fresh),BCee,Firebox (Ulterior Motive Remix),<a href='https://youtube.com/embed/?listType=search&list=BCee%20Firebox%20(Ulterior%20Motive%20Remix)'>Play</a>
1/15/17,3 Stars (Fresh),BCee,Firebox,<a href='https://youtube.com/embed/?listType=search&list=BCee%20Firebox'>Play</a>
1/4/17,3 Stars (Fresh),Shlohmo,Meet Ur Maker,<a href='https://youtube.com/embed/?listType=search&list=Shlohmo%20Meet%20Ur%20Maker'>Play</a>
1/4/17,3 Stars (Fresh),Shlohmo,Emerge From Smoke,<a href='https://youtube.com/embed/?listType=search&list=Shlohmo%20Emerge%20From%20Smoke'>Play</a>
1/4/17,3 Stars (Fresh),Shlohmo,Fading,<a href='https://youtube.com/embed/?listType=search&list=Shlohmo%20Fading'>Play</a>
11/19/16,4 Stars (Massive),LSB,Circle (feat. Tyler Daley),<a href='https://youtube.com/embed/?listType=search&list=LSB%20Circle%20(feat.%20Tyler%20Daley)'>Play</a>
11/19/16,4 Stars (Massive),Metrik Ft. NAWGAWD,LIFE/THRILLS,<a href='https://youtube.com/embed/?listType=search&list=Metrik%20Ft.%20NAWGAWD%20LIFE/THRILLS'>Play</a>
11/19/16,4 Stars (Massive),Mr Joseph,Tape Bang (feat. TRAC),<a href='https://youtube.com/embed/?listType=search&list=Mr%20Joseph%20Tape%20Bang%20(feat.%20TRAC)'>Play</a>
11/19/16,4 Stars (Massive),Zero T,Ever Need (feat. Steo),<a href='https://youtube.com/embed/?listType=search&list=Zero%20T%20Ever%20Need%20(feat.%20Steo)'>Play</a>
11/19/16,3 Stars (Fresh),Anthony Granata & Ted Ganung,Alchemical State (Bcee Remix),<a href='https://youtube.com/embed/?listType=search&list=Anthony%20Granata%20&%20Ted%20Ganung%20Alchemical%20State%20(Bcee%20Remix)'>Play</a>
11/19/16,3 Stars (Fresh),Camo & Krooked feat. Ayah Marar,Cross The Line (Metrik Remix),<a href='https://youtube.com/embed/?listType=search&list=Camo%20&%20Krooked%20feat.%20Ayah%20Marar%20Cross%20The%20Line%20(Metrik%20Remix)'>Play</a>
11/19/16,3 Stars (Fresh),Dave Shichman,5th Sentence (Random Movement Remix),<a href='https://youtube.com/embed/?listType=search&list=Dave%20Shichman%205th%20Sentence%20(Random%20Movement%20Remix)'>Play</a>
11/19/16,3 Stars (Fresh),Dom & Roland,Sacrifice (feat. Natalie Duncan),<a href='https://youtube.com/embed/?listType=search&list=Dom%20&%20Roland%20Sacrifice%20(feat.%20Natalie%20Duncan)'>Play</a>
11/19/16,3 Stars (Fresh),Hugh Hardie,Tearing Me Apart [feat. Kyan Kuatois],<a href='https://youtube.com/embed/?listType=search&list=Hugh%20Hardie%20Tearing%20Me%20Apart%20[feat.%20Kyan%20Kuatois]'>Play</a>
11/19/16,3 Stars (Fresh),Hugh Hardie,Everything Was Nothing (feat. Benji Clements),<a href='https://youtube.com/embed/?listType=search&list=Hugh%20Hardie%20Everything%20Was%20Nothing%20(feat.%20Benji%20Clements)'>Play</a>
11/19/16,3 Stars (Fresh),Intelligent Manners & Command Strange,Stay True,<a href='https://youtube.com/embed/?listType=search&list=Intelligent%20Manners%20&%20Command%20Strange%20Stay%20True'>Play</a>
11/19/16,3 Stars (Fresh),Kimyan Law,Citadelle (feat. MOTSA),<a href='https://youtube.com/embed/?listType=search&list=Kimyan%20Law%20Citadelle%20(feat.%20MOTSA)'>Play</a>
11/19/16,3 Stars (Fresh),Kimyan Law,Luba,<a href='https://youtube.com/embed/?listType=search&list=Kimyan%20Law%20Luba'>Play</a>
11/19/16,3 Stars (Fresh),LSB,Pandora (feat. Sense MC),<a href='https://youtube.com/embed/?listType=search&list=LSB%20Pandora%20(feat.%20Sense%20MC)'>Play</a>
11/19/16,3 Stars (Fresh),Simplification & Translate,Come Back (Random Movement remix),<a href='https://youtube.com/embed/?listType=search&list=Simplification%20&%20Translate%20Come%20Back%20(Random%20Movement%20remix)'>Play</a>
11/19/16,3 Stars (Fresh),Urbandawn,They Told Me (feat. Thomas Oliver),<a href='https://youtube.com/embed/?listType=search&list=Urbandawn%20They%20Told%20Me%20(feat.%20Thomas%20Oliver)'>Play</a>
11/17/16,5 Stars (Epic),SATL & Kasper,Sky Turns Black (ft. Lurch),<a href='https://youtube.com/embed/?listType=search&list=SATL%20&%20Kasper%20Sky%20Turns%20Black%20(ft.%20Lurch)'>Play</a>
11/5/16,4 Stars (Massive),Stephen,Fly Down (Alibi DNB Edit),<a href='https://youtube.com/embed/?listType=search&list=Stephen%20Fly%20Down%20(Alibi%20DNB%20Edit)'>Play</a>
11/4/16,3 Stars (Fresh),Pola & Bryson,Whisper to me (ft. Sammie Bella),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Whisper%20to%20me%20(ft.%20Sammie%20Bella)'>Play</a>
11/4/16,4 Stars (Massive),Kihmera,Awakening,<a href='https://youtube.com/embed/?listType=search&list=Kihmera%20Awakening'>Play</a>
11/4/16,4 Stars (Massive),Pola & Bryson,Temporary Love (feat. Blake),<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Temporary%20Love%20(feat.%20Blake)'>Play</a>
11/4/16,4 Stars (Massive),Pola & Bryson,Without You,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Without%20You'>Play</a>
11/4/16,4 Stars (Massive),Technimatic,Side Hustle,<a href='https://youtube.com/embed/?listType=search&list=Technimatic%20Side%20Hustle'>Play</a>
11/4/16,4 Stars (Massive),Trei,Get Down,<a href='https://youtube.com/embed/?listType=search&list=Trei%20Get%20Down'>Play</a>
11/4/16,3 Stars (Fresh),Break,Left Behind,<a href='https://youtube.com/embed/?listType=search&list=Break%20Left%20Behind'>Play</a>
11/4/16,3 Stars (Fresh),Break,Not Forgotten,<a href='https://youtube.com/embed/?listType=search&list=Break%20Not%20Forgotten'>Play</a>
11/4/16,3 Stars (Fresh),Calibre,The Trot,<a href='https://youtube.com/embed/?listType=search&list=Calibre%20The%20Trot'>Play</a>
11/4/16,3 Stars (Fresh),Commix,Honey,<a href='https://youtube.com/embed/?listType=search&list=Commix%20Honey'>Play</a>
11/4/16,3 Stars (Fresh),dBridge vs Calibre,Christiansen,<a href='https://youtube.com/embed/?listType=search&list=dBridge%20vs%20Calibre%20Christiansen'>Play</a>
11/4/16,3 Stars (Fresh),Ed:It,South City,<a href='https://youtube.com/embed/?listType=search&list=Ed:It%20South%20City'>Play</a>
11/4/16,3 Stars (Fresh),Fierce & Zero T,Scatter,<a href='https://youtube.com/embed/?listType=search&list=Fierce%20&%20Zero%20T%20Scatter'>Play</a>
11/4/16,3 Stars (Fresh),Hosta Ft. Jessica Avison,Need Some Time (Pola & Bryson Remix),<a href='https://youtube.com/embed/?listType=search&list=Hosta%20Ft.%20Jessica%20Avison%20Need%20Some%20Time%20(Pola%20&%20Bryson%20Remix)'>Play</a>
11/4/16,3 Stars (Fresh),Hour Enemy,Circles,<a href='https://youtube.com/embed/?listType=search&list=Hour%20Enemy%20Circles'>Play</a>
11/4/16,3 Stars (Fresh),Krakota,Colour the Past (feat. Karina Ramage),<a href='https://youtube.com/embed/?listType=search&list=Krakota%20Colour%20the%20Past%20(feat.%20Karina%20Ramage)'>Play</a>
11/4/16,3 Stars (Fresh),Lenzman,Sugar Hill,<a href='https://youtube.com/embed/?listType=search&list=Lenzman%20Sugar%20Hill'>Play</a>
11/4/16,3 Stars (Fresh),LSB,Missing You (feat. DRS & Tyler Daley),<a href='https://youtube.com/embed/?listType=search&list=LSB%20Missing%20You%20(feat.%20DRS%20&%20Tyler%20Daley)'>Play</a>
11/4/16,3 Stars (Fresh),LSB,Capture My Heart (feat. Dain Stuart),<a href='https://youtube.com/embed/?listType=search&list=LSB%20Capture%20My%20Heart%20(feat.%20Dain%20Stuart)'>Play</a>
11/4/16,3 Stars (Fresh),Lynch Kingsley & Ilk,Spells,<a href='https://youtube.com/embed/?listType=search&list=Lynch%20Kingsley%20&%20Ilk%20Spells'>Play</a>
11/4/16,3 Stars (Fresh),Mutated Forms,Revelations,<a href='https://youtube.com/embed/?listType=search&list=Mutated%20Forms%20Revelations'>Play</a>
11/4/16,3 Stars (Fresh),Pola & Bryson,Flat Jam,<a href='https://youtube.com/embed/?listType=search&list=Pola%20&%20Bryson%20Flat%20Jam'>Play</a>
11/4/16,3 Stars (Fresh),SpectraSoul,Waiting For,<a href='https://youtube.com/embed/?listType=search&list=SpectraSoul%20Waiting%20For'>Play</a>
11/4/16,3 Stars (Fresh),Surie,Pathfinder,<a href='https://youtube.com/embed/?listType=search&list=Surie%20Pathfinder'>Play</a>
11/3/16,4 Stars (Massive),Distant Future,Hesitate,<a href='https://youtube.com/embed/?listType=search&list=Distant%20Future%20Hesitate'>Play</a>
10/13/16,3 Stars (Fresh),CJ Bolland,Camargue (Fred V & Grafix Remix),<a href='https://youtube.com/embed/?listType=search&list=CJ%20Bolland%20Camargue%20(Fred%20V%20&%20Grafix%20Remix)'>Play</a>
